disturbed?,coastal?,classification,population,ID,leaf_weight_g,leaf_area,lflength,SLA,avg_fruit_length,plant_height,# flowers,# fruits,reproductive_effort,E_cicutarium,E_brachycarpum,E. malacoides,E_botrys,E_moschatum,other_Erodium,Erodium_total,grass ,forb,shrub,total,soil_wet_weight,soil_dry_weight,soil_water_content,OM,ENR,P1,HCO3_P,PH,K,MG,CA,NA,BUFFER_PH,H,CEC,K_PCT,MG_PCT,CA_PCT,H_PCT,NA_PCT,S
disturbed,inland,roadside,Coyote Hills - cleared patch,CH CP11,0.0095,150.1,31.3,15800,2.933333333,6.2,3,6,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,158.38,158.83,0,2.9,87.2,20.2,22.0,7.5,34.0,82.5,982.3,17.9,,0.0,5.7,1.5,11.8,85.3,0.0,1.4,6.8
disturbed,inland,roadside,Coyote Hills - cleared patch,CH CP12,0.01833,246.5,58.2,13447.89962,3.5,9.2,10,15,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.00,0.20,138.96,137.53,1.43,1.4,58.4,14.1,16.4,7.7,144.5,429.1,3298.0,107.0,,0.0,20.8,1.8,16.9,79.0,0.0,2.2,18.7
disturbed,inland,roadside,Coyote Hills - cleared patch,CH CP13,0.01142,172.8,41.2,15131.34851,3.233333333,5.1,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,184.64,182.42,2.22,1.1,52.6,10.9,12.6,7.8,49.2,179.3,2123.0,60.8,,0.0,12.5,1.0,11.8,85.0,0.0,2.1,11.7
disturbed,inland,roadside,Coyote Hills - cleared patch,CH CP14,0.00985,153.6,32.4,15593.90863,3.3,6.5,8,2,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,171.97,169.56,2.41,1.2,53.8,20.0,16.7,7.9,92.6,305.5,2583.0,119.6,,0.0,16.2,1.5,15.5,79.8,0.0,3.2,21.5
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP15,0.00236,32.9,10.6,13940.67797,1.4,2.4,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.20,0.00,0.25,293.23,285.13,8.1,1.2,53.4,16.0,16.0,7.9,71.3,320.7,2822.0,128.8,,0.0,17.5,1.0,15.1,80.6,0.0,3.2,36.8
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP2,0.00378,43,16.9,11375.66138,1.9,4,3,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.30,0.00,0.35,153.89,151.66,2.23,2.1,72.8,16.6,14.2,8.3,86.9,364.8,3129.0,100.9,,0.0,19.3,1.2,15.6,81.0,0.0,2.3,18.4
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP3,0.02419,377.2,61.6,15593.22034,3.333333333,11.1,22,28,50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,174.02,168.4,5.62,1.6,61.0,14.9,24.3,8.4,119.8,629.4,4245.0,180.7,,0.0,27.5,1.1,18.9,77.2,0.0,2.9,18.8
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP4,0.00288,41,12.5,14236.11111,2.7,2.7,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,151.4,146.82,4.58,2.1,72.4,14.1,28.4,8.3,128.3,539.3,3505.0,158.8,,0.0,22.9,1.4,19.3,76.2,0.0,3.0,22.6
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP5,0.00682,135.9,31.2,19926.68622,3.266666667,6.1,6,9,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.2,254.22,0.98,1.1,51.2,16.3,20.5,7.9,105.7,282.7,2414.0,51.0,,0.0,14.9,1.8,15.6,81.0,0.0,1.5,11.2
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP6,0.02588,519.5,75.0,20073.41577,3.466666667,28.7,106,102,208,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,152.88,151.83,1.05,1.9,67.2,14.2,36.6,7.9,163.4,411.5,3845.0,70.4,,0.0,23.3,1.8,14.5,82.4,0.0,1.3,14.6
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP7,0.04874,740.5,86.8,15192.86007,4,31.8,48,60,108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.00,0.15,213.33,211.01,2.32,1.5,60.2,12.1,26.0,8.0,146.7,346.6,3308.0,84.1,,0.0,20.1,1.9,14.2,82.1,0.0,1.8,14.1
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP8,,282,52.6,,3.366666667,8.6,7,18,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15,252.47,247.42,5.05,1.8,65.2,14.1,18.9,8.0,125.5,453.5,3995.0,67.5,,0.0,24.3,1.3,15.4,82.1,0.0,1.2,12.6
undisturbed,inland,roadside,Coyote Hills - cleared patch,CH CP9,0.01144,156.9,40.5,13715.03497,3.166666667,8.4,10,21,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,130.54,130.98,0,1.5,59.4,14.9,8.2,8.0,126.8,479.0,3719.0,184.4,,0.0,23.6,1.4,16.7,78.6,0.0,3.4,41.1
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP1,0.02429,419.8,77.0,17282.83244,3.433333333,9.7,46,44,90,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.00,0.15,262.04,236.04,26,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP10,0.01054,163.1,43.7,15474.3833,3.4,6.7,4,15,19,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.20,0.00,0.00,0.60,230.05,212.1,17.95,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP2,0.00926,170.3,49.4,18390.92873,3.2,5,5,7,12,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.20,0.00,0.00,0.50,267.73,256.4,11.33,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP3,0.01925,335.1,51.8,17407.79221,3.466666667,5.8,9,10,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.30,0.00,0.70,181.31,169.98,11.33,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP4,0.02156,434.1,72.8,20134.50835,3.766666667,18.2,38,27,65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.00,0.35,,,,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP5,0.01184,278.5,61.2,23521.95946,3.366666667,10.1,15,11,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.05,247.46,233.12,14.34,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP6,0.01433,276.3,56.3,19281.22819,3.6,11.7,27,34,61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.15,273.43,249.66,23.77,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP7,0.01985,304.1,61.5,15319.89924,3.133333333,10.5,22,10,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.15,282.62,258.28,24.34,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP8,0.01103,202.2,50.9,18331.8223,3.4,6,8,9,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.00,0.30,297.18,276.58,20.6,,,,,,,,,,,,,,,,,,
disturbed,inland,agricultural,Coyote Hills - thistle patch,CH TP9,0.06387,901,94.4,14106.7794,3.633333333,26,141,59,200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188.15,170.63,17.52,,,,,,,,,,,,,,,,,,
disturbed,coastal,reserve - grassland,Fray Jorge,FJ1,0.00385,73.871,,19187.27273,3.30,7.00,4,14,18,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.10,0.00,0.00,0.50,285,281,4,2.6,81.2,28.2,8.0,6.5,167.0,115.3,891.9,8.1,7.0,0.5,6.3,6.7,15.0,70.2,7.5,0.6,1.8
disturbed,coastal,reserve - grassland,Fray Jorge,FJ10,0.01915,307.962,,16081.56658,3.75,20.70,13,25,38,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.00,0.40,0.80,285,280,5,2.9,87.6,14.0,10.6,6.5,356.1,314.9,1073.0,27.1,6.9,0.7,9.7,9.4,26.7,55.2,7.5,1.2,8.3
disturbed,coastal,reserve - grassland,Fray Jorge,FJ11,0.01358,257.195,,18939.2489,3.70,12.80,5,6,11,0.20,0.00,0.00,0.00,0.20,0.20,0.40,0.10,0.00,0.50,1.00,211,206,5,2.8,85.0,22.9,12.1,6.5,147.8,232.0,932.2,22.2,7.0,0.6,7.6,5.0,25.1,61.2,7.5,1.3,4.0
disturbed,coastal,reserve - grassland,Fray Jorge,FJ12,0.02814,454.888,,16165.17413,3.53,21.00,10,28,38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.80,0.10,1.00,261,256,5,3.9,107.0,64.0,8.8,6.4,426.2,268.7,1296.0,37.6,6.9,1.0,10.9,10.0,20.2,59.3,9.0,1.5,7.6
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ13,0.01168,177.438,,15191.60959,3.27,14.50,6,17,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.50,0.40,1.00,258,250,8,4.2,113.8,68.3,12.1,6.2,680.7,493.9,2302.0,40.5,6.7,2.4,19.8,8.8,20.5,57.9,12.0,0.9,6.6
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ14,0.00366,55.665,,15209.01639,3.55,6.50,10,20,30,0.20,0.00,0.00,0.00,0.20,0.20,0.40,0.10,0.10,0.00,0.60,337,330,7,3.7,104.8,32.6,20.7,6.5,547.5,344.7,2274.0,27.3,6.8,1.3,17.0,8.2,16.7,66.9,7.5,0.7,6.1
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ15,0.00867,196.334,,22645.21338,3.58,8.50,6,18,24,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.80,0.00,1.00,326,322,4,1.0,50.6,11.0,10.0,6.4,208.0,139.0,760.0,36.0,7.0,0.6,6.2,8.6,18.5,61.4,9.0,2.5,12.0
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ16,0.00403,68.239,,16932.75434,2.50,5.80,2,3,5,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.10,0.15,0.10,0.75,267,259,8,4.7,123.4,26.8,16.0,6.2,521.0,379.8,1003.0,29.1,6.8,1.3,10.9,12.2,28.7,45.9,12.0,1.2,11.1
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ17,0.00785,156.728,,19965.35032,3.10,5.70,3,7,10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.40,0.40,0.90,364,356,8,1.3,56.0,42.1,16.5,6.4,526.0,468.6,791.5,29.2,6.9,0.9,10.2,13.2,37.8,38.7,9.0,1.2,5.4
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ2,,,,,3.20,6.90,4,4,8,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.30,0.00,0.00,0.90,294,289,5,,,,,,,,,,,,,,,,,,
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ3,0.00224,29.652,,13237.5,,,,,0,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.30,0.00,0.90,329,323,6,,,,,,,,,,,,,,,,,,
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ4,0.00103,17.195,,16694.17476,3.95,5.70,5,5,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.20,0.30,1.00,289,283,6,3.5,99.6,28.9,24.6,6.2,165.5,94.9,530.8,3.4,7.0,0.5,4.4,9.6,17.8,60.3,12.0,0.3,0.0
undisturbed,coastal,reserve - grassland,Fray Jorge,FJ5,0.00517,132.292,,25588.39458,3.85,10.80,5,11,16,0.35,0.00,0.00,0.00,0.00,0.00,0.35,0.50,0.00,0.00,0.85,348,342,6,6.6,162.6,92.2,16.2,5.8,178.1,128.7,908.4,10.8,6.8,1.4,7.5,6.1,14.1,60.3,19.0,0.6,5.7
disturbed,coastal,reserve - grassland,Fray Jorge,FJ6,0.00054,12.821,,23742.59259,3.05,5.70,1,5,6,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.35,0.25,0.00,0.80,335,328,7,3.2,93.4,26.6,14.6,6.1,798.4,399.3,1418.0,31.9,6.7,2.0,14.6,14.0,22.5,48.5,14.0,1.0,9.5
disturbed,coastal,reserve - grassland,Fray Jorge,FJ7,,,,,3.20,5.50,2,7,9,0.20,0.00,0.00,0.00,0.30,0.30,0.50,0.10,0.10,0.00,0.70,252,246,6,2.9,88.6,20.5,16.3,6.1,378.3,189.5,754.0,12.5,6.9,1.0,7.4,13.1,21.1,51.0,14.0,0.7,5.8
disturbed,coastal,reserve - grassland,Fray Jorge,FJ8,0.00526,88.372,,16800.76046,3.47,6.00,4,3,7,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.60,294,286,8,3.6,102.0,34.6,24.3,6.4,366.5,281.9,1653.0,21.3,6.9,1.1,12.7,7.4,18.2,64.7,9.0,0.7,6.3
disturbed,coastal,reserve - grassland,Fray Jorge,FJ9,0.00433,73.111,,16884.75751,3.10,5.30,3,3,6,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.10,0.00,0.50,274,266,8,8.4,198.0,36.3,28.4,6.3,423.4,253.0,1518.0,39.3,6.8,1.3,12.2,8.9,17.1,62.1,10.5,1.4,12.3
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 1,,110,21.4,,2.2,3.7,3,1,4,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.00,0.40,0.00,0.60,280.74,276.89,3.85,1.3,55.6,74.9,32.2,5.7,115.0,45.0,350.0,29.0,7.0,0.7,3.2,9.2,11.5,54.4,21.0,3.9,8.0
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 10,0.01112,226.6,44.9,20377.69784,3.866666667,9.1,8,5,13,0.00,0.00,0.00,0.95,0.00,0.95,0.95,0.00,0.00,0.00,0.95,314.46,309.54,4.92,1.4,58.2,60.8,66.1,5.9,96.0,69.7,533.9,28.5,6.9,0.7,4.3,5.6,13.2,61.3,17.0,2.9,4.9
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 11,0.00677,122.2,35.4,18050.22157,3.8,6.9,4,1,5,0.05,0.00,0.00,0.30,0.00,0.30,0.35,0.00,0.00,0.00,0.35,299.6,296.58,3.02,1.7,63.8,62.4,68.6,5.8,98.0,74.2,559.6,25.2,6.9,0.9,4.6,5.4,13.1,60.1,19.0,2.4,5.7
undisturbed,coastal,reserve - grassland,Fort Ord,FOD1 12,0.00614,123.5,30.4,20114.00651,3.333333333,4.7,3,3,6,0.40,0.00,0.00,0.50,0.00,0.50,0.90,0.00,0.00,0.00,0.90,284.12,280.76,3.36,1.8,66.2,46.9,66.5,5.5,100.0,48.0,368.0,27.0,6.9,0.9,3.5,7.3,11.2,52.2,26.0,3.3,4.0
undisturbed,coastal,reserve - grassland,Fort Ord,FOD1 13,0.00251,49.4,17.1,19681.2749,3.1,4.2,5,1,6,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.00,0.20,0.00,0.40,231.33,228.82,2.51,1.6,62.8,62.2,26.8,5.7,82.5,72.9,556.0,16.9,6.9,1.0,4.6,4.6,12.9,59.9,21.0,1.6,11.8
undisturbed,coastal,reserve - grassland,Fort Ord,FOD1 14,0.0028,64.9,17.7,23178.57143,3.333333333,2.6,7,6,13,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.00,0.30,0.00,0.35,271.64,267.31,4.33,2.5,80.4,70.0,32.0,5.8,102.7,101.8,749.8,17.8,6.9,1.2,6.1,4.3,13.8,61.6,19.0,1.3,7.9
undisturbed,coastal,reserve - grassland,Fort Ord,FOD1 15,0.00604,105.3,23.0,17433.77483,2.85,6.1,6,5,11,0.05,0.00,0.00,0.15,0.00,0.15,0.20,0.00,0.30,0.00,0.50,251.89,248.05,3.84,1.1,52.8,70.8,36.7,6.0,52.2,59.6,342.2,32.4,7.0,0.4,2.9,4.6,16.8,58.7,15.0,4.8,4.5
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 2,0.00647,125.3,29.2,19366.30603,3.1,3.9,2,1,3,0.10,0.00,0.00,0.25,0.00,0.25,0.35,0.00,0.25,0.00,0.60,278.93,276.01,2.92,1.5,59.6,60.2,22.1,5.9,114.1,54.8,350.6,19.4,7.0,0.5,3.1,9.4,14.5,56.4,17.0,2.7,6.2
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 3,0.00437,74.9,20.5,17139.5881,,3.3,6,1,7,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.00,0.10,0.00,0.20,282.84,278.21,4.63,1.7,64.2,68.5,26.3,5.7,71.3,57.0,409.3,20.4,6.9,0.7,3.5,5.2,13.3,58.0,21.0,2.5,5.6
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 4,0.00234,47.5,15.1,20299.1453,3.6,4.8,5,1,6,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.00,0.70,0.00,0.80,254.58,250.29,4.29,1.5,59.0,52.1,36.4,5.7,98.0,67.9,542.3,18.7,6.9,1.0,4.6,5.5,12.3,59.5,21.0,1.8,12.0
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 5,0.00829,131.9,25.5,15910.73583,3.366666667,5.1,4,5,9,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.00,0.30,0.00,0.35,313.15,310.27,2.88,8.2,193.6,50.0,24.8,5.9,53.4,59.0,425.3,17.0,7.0,0.6,3.4,4.0,14.3,62.5,17.0,2.2,3.5
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 6,0.00393,63.4,22.2,16132.31552,3.3,3.7,4,1,5,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.00,0.00,0.00,0.30,341.5,339.32,2.18,,,,,,,,,,,,,,,,,,
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 7,0.0044,89.1,21.2,20250,3.533333333,5,6,5,11,0.00,0.00,0.00,0.30,0.00,0.30,0.30,0.00,0.00,0.00,0.30,353.48,351.53,1.95,1.7,64.6,65.0,48.0,5.8,73.3,51.0,418.5,19.2,7.0,0.7,3.4,5.5,12.2,60.9,19.0,2.4,20.6
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 8,0.00545,133.8,37.8,24550.45872,3.8,4.4,3,1,4,0.05,0.00,0.00,0.10,0.00,0.10,0.15,0.00,0.00,0.00,0.15,244.74,241.96,2.78,1.6,61.2,62.0,27.0,5.7,67.5,49.6,379.0,18.1,7.0,0.7,3.2,5.3,12.6,58.6,21.0,2.4,9.7
disturbed,coastal,reserve - grassland,Fort Ord,FOD1 9,0.00398,79,19.8,19849.24623,3.25,3.6,5,3,8,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.05,308.32,306.39,1.93,1.0,50.2,52.4,44.1,5.9,82.8,51.1,375.9,22.4,7.0,0.5,3.1,6.7,13.4,59.8,17.0,3.1,9.5
undisturbed,coastal,reserve - grassland,Hopland,HopJ2 1,0.00663,105.7,22.3,15942.68477,3.266666667,10.3,4,6,10,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,,153.22,,3.2,94.4,18.0,44.1,6.3,233.8,580.5,2392.0,25.6,6.7,2.0,19.5,3.1,24.5,61.3,10.5,0.6,7.6
undisturbed,coastal,reserve - grassland,Hopland,HopJ2 10,0.00029,6.5,3.5,22413.7931,3.8,5.4,1,1,2,0.10,0.05,0.00,0.00,0.00,0.05,0.15,0.05,0.00,0.00,0.20,,120.71,,7.5,180.4,26.2,20.7,5.8,154.3,305.4,1511.0,12.1,6.7,2.5,13.0,3.0,19.4,58.2,19.0,0.4,3.1
disturbed,coastal,reserve - grassland,Hopland,HopJ2 2,0.0029,168,15.6,57931.03448,2.933333333,6.7,4,4,8,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.10,,144.78,,3.0,90.8,22.4,24.0,6.6,32.8,77.7,426.9,8.5,,0.2,3.1,2.7,20.8,69.3,6.0,1.2,2.4
disturbed,coastal,reserve - grassland,Hopland,HopJ2 3,0.00539,88.9,24.9,16493.50649,,7,3,1,4,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.00,0.15,,135.72,,2.8,85.0,14.6,22.8,6.3,184.3,524.2,2062.0,19.1,6.8,1.8,16.9,2.8,25.5,60.8,10.5,0.5,4.3
disturbed,coastal,reserve - grassland,Hopland,HopJ2 4,0.00081,18,9.8,22222.22222,3.8,4.6,2,1,3,0.05,0.05,0.00,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.10,,159.86,,3.5,99.6,20.0,24.0,6.0,63.2,174.1,919.4,9.1,6.9,1.1,7.3,2.2,19.6,62.7,15.0,0.5,6.0
disturbed,coastal,reserve - grassland,Hopland,HopJ2 5,0.00115,28.8,14.4,25043.47826,,4.1,0,1,1,0.05,0.05,0.00,0.00,0.00,0.05,0.10,0.05,0.05,0.00,0.20,,103.51,,6.2,154.0,86.5,22.6,6.1,156.9,230.2,1263.0,10.7,6.8,1.4,10.1,4.0,18.8,62.7,14.0,0.5,6.0
disturbed,coastal,reserve - grassland,Hopland,HopJ2 6,0.00342,49.3,15.8,14415.20468,3.2,5.1,2,1,3,0.00,0.10,0.00,0.00,0.00,0.10,0.10,0.05,0.10,0.00,0.25,,158.82,,4.2,114.2,26.0,27.0,6.1,166.1,399.2,1846.0,17.1,6.7,2.1,15.1,2.8,21.7,61.0,14.0,0.5,7.3
disturbed,coastal,reserve - grassland,Hopland,HopJ2 7,0.0026,48.6,13.4,18692.30769,3.55,5.4,2,2,4,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,,133.87,,2.9,87.6,23.0,20.0,6.4,209.6,588.8,2200.0,20.4,6.8,1.6,18.1,3.0,26.8,60.7,9.0,0.5,8.0
disturbed,coastal,reserve - grassland,Hopland,HopJ2 8,0.00203,43.2,17.0,21280.78818,,5.8,2,1,3,0.00,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.15,0.00,0.20,,149.32,,3.7,103.8,16.5,12.1,6.1,83.6,236.7,1238.0,9.9,6.8,1.4,9.7,2.2,20.0,63.4,14.0,0.4,2.3
disturbed,coastal,reserve - grassland,Hopland,HopJ2 9,0.0013,33.5,10.2,25769.23077,3.4,5.4,0,2,2,0.05,0.05,0.00,0.00,0.00,0.05,0.10,0.05,0.00,0.00,0.15,,177.68,,2.9,87.0,56.8,12.9,6.5,125.4,339.6,1482.0,21.0,6.9,0.9,11.5,2.8,24.4,64.5,7.5,0.8,4.2
disturbed,inland,reserve - desert,Illapel,Il1,0.00283,41.549,17.08,14681.62544,2.90,3.40,1,1,2,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.10,472,,,1.8,65.0,30.8,2.6,7.8,119.6,88.9,2042.0,36.1,,0.0,11.4,2.7,6.4,89.5,0.0,1.4,3.3
disturbed,inland,reserve - desert,Illapel,Il10,0.00377,34.687,16.647,9200.795756,2.00,1.90,3,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,796,,,1.6,61.4,18.6,4.3,7.1,248.6,245.1,1795.0,13.0,,0.0,11.7,5.5,17.3,76.8,0.0,0.5,7.2
undisturbed,inland,reserve - desert,Illapel,Il11,0.00213,31.731,13.36,14897.1831,,2.30,1,1,2,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.25,458,,,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Illapel,Il12,0.00142,25.44,15.614,17915.49296,2.20,1.70,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,497,,,1.7,64.6,18.5,16.6,7.7,301.6,338.6,2485.0,18.8,,0.0,16.0,4.8,17.4,77.3,0.0,0.5,11.2
undisturbed,inland,reserve - desert,Illapel,Il13,0.00434,73.894,23.472,17026.26728,5.00,2.40,3,1,4,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.00,0.15,618,,,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Illapel,Il14,0.00219,101.268,28.899,46241.09589,2.83,4.50,7,5,12,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.15,438,,,1.7,63.6,20.6,52.5,7.7,150.0,165.4,1190.0,7.6,,0.0,7.7,5.0,17.6,77.0,0.0,0.4,2.4
undisturbed,inland,reserve - desert,Illapel,Il15,0.00169,33.904,,20061.53846,2.10,1.70,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,562,,,1.4,58.2,22.5,10.3,7.8,250.6,314.4,2174.0,16.6,,0.0,14.1,4.5,18.3,76.7,0.0,0.5,4.3
undisturbed,inland,reserve - desert,Illapel,Il16,0.00122,13.341,9.162,10935.2459,2.35,3.10,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,580,,,2.0,70.6,12.1,40.2,7.7,190.4,395.6,2530.0,17.1,,0.0,16.4,3.0,19.8,76.8,0.0,0.5,2.6
disturbed,inland,reserve - desert,Illapel,Il17,0.00113,17.737,14.511,15696.46018,2.3,2.60,1,1,2,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.30,477,,,2.9,88.2,26.0,34.8,7.0,156.6,428.7,2648.0,29.0,,0.0,17.3,2.3,20.4,76.5,0.0,0.7,2.4
disturbed,inland,reserve - desert,Illapel,Il18,0.00976,56.103,16.321,5748.258197,2.20,1.50,0,2,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.20,558,,,2.2,74.2,42.0,20.0,7.6,215.0,95.0,2365.0,20.0,,0.0,13.2,4.2,5.9,89.3,0.0,0.7,3.6
disturbed,inland,reserve - desert,Illapel,Il19,0.00147,26.187,10.133,17814.28571,2.50,2.00,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.05,0.00,0.25,498,,,2.4,77.6,39.0,30.2,7.5,207.0,460.4,2938.0,41.3,,0.0,19.2,2.8,19.8,76.5,0.0,0.9,5.7
disturbed,inland,reserve - desert,Illapel,Il2,0.00336,44.211,16.086,13158.03571,3.00,3.10,1,2,3,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,572,,,1.5,60.4,30.1,4.1,8.0,71.1,53.9,2484.0,13.9,,0.0,13.1,1.4,3.4,94.8,0.0,0.5,0.9
undisturbed,inland,reserve - desert,Illapel,Il20,0.00256,31.835,15.251,12435.54688,,2.30,4,1,5,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.00,0.15,415,,,,,,,,,,,,,,,,,,,,
