Rack,pot,GH_family_ID,field_family_ID,region,Site,climate,climate_management,management type,indiv,treatment,experiment,precipCV,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,E_cicutarium,E_brachycarpum,E__malacoides,E_botrys,E_moschatum,other_Erodium,Erodium_total,grass_,forb,shrub,total_cover,F_leaf_weight,F_leaf_area,F_lflength,field_SLA,F_avg_fruit_length,Site,F_length_longest_stem,F_flowers,F_fruits,F_reproductive_effort,soil_wet_weight,soil_dry_weight,water_content,OM,ENR,P1,HCO3_P,PH,K,MG,CA,NA,BUFFER_PH,H,CEC,K_PCT,MG_PCT,CA_PCT,H_PCT,NA_PCT,S,GH_plant_to_emerge,GH_emerge_to_flower,gen2_earlylfno,gen2_boltdate,days_to_bolt,gen2_ffdate,days_to_flower,gen2_no_internodes,gen2_length_longest_stem,gen2_no_seeds_missed,gen2_no_fruits,gen2_no_flowers,gen2_no_seeds,gen2_total_seeds,photo session,tech,Total Area (mm2),raw weight,correction,tray weight,leaf_weight,SLA
45,1416,962,SFG7,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,low_nut,nutrients,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0,0,0,0,0.4,0.55,0,0.95,0.01539,242.5,48.1,15756.98506,3.566666667,Sierra Foothills grazed,7.9,17,12,29,158.87,,158.87,6.8,165.2,2.3,14.2,6.1,126.2,659,1934,19.3,6.7,2.5,18,1.8,30.1,53.6,14,0.5,5.3,2.5,91.5,8,39427,101,39431,105,4,1.4,16,10,0,12,28,,emily,290.783,,,,,
48,509,962,SFG7,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,low_water,water,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0,0,0,0,0.4,0.55,0,0.95,0.01539,242.5,48.1,15756.98506,3.566666667,Sierra Foothills grazed,7.9,17,12,29,158.87,,158.87,6.8,165.2,2.3,14.2,6.1,126.2,659,1934,19.3,6.7,2.5,18,1.8,30.1,53.6,14,0.5,5.3,2.5,91.5,8,39437,111,39445,119,2,0.9,4,3,0,4,8,1,emily,202.199,0.00866,,,0.00866,23348.61432
27,1074,962,SFG7,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,low_water,water,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0,0,0,0,0.4,0.55,0,0.95,0.01539,242.5,48.1,15756.98506,3.566666667,Sierra Foothills grazed,7.9,17,12,29,158.87,,158.87,6.8,165.2,2.3,14.2,6.1,126.2,659,1934,19.3,6.7,2.5,18,1.8,30.1,53.6,14,0.5,5.3,2.5,91.5,8,39454,128,39463,137,1,0.6,4,3,0,4,8,,,,,,,,
16,1289,589,SFG8,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,high_nut,nutrients,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0.4,0,0.4,0.4,0.1,0.05,0,0.55,0.00715,134.4,32.2,18797.2028,3.9,Sierra Foothills grazed,5,2,2,4,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9,3.5,107,11,39417,91,39424,98,,,2,26,0,52,54,1,emily,477.02,0.03294,,,0.03294,14481.48148
40,1368,589,SFG8,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,high_water,water,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0.4,0,0.4,0.4,0.1,0.05,0,0.55,0.00715,134.4,32.2,18797.2028,3.9,Sierra Foothills grazed,5,2,2,4,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9,3.5,107,9,39426,100,39433,107,7,5.3,0,2,0,10,10,1 and 2,josephine,423.9,0.44637,0.0199,0.42647,0.0199,21301.50754
43,358,589,SFG8,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,high_water,water,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0.4,0,0.4,0.4,0.1,0.05,0,0.55,0.00715,134.4,32.2,18797.2028,3.9,Sierra Foothills grazed,5,2,2,4,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9,3.5,107,7,39422,96,39428,102,6,4,20,22,3,55,75,2,,348.546,0.02447,,,0.02447,14243.80875
13,1541,589,SFG8,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,low_nut,nutrients,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0.4,0,0.4,0.4,0.1,0.05,0,0.55,0.00715,134.4,32.2,18797.2028,3.9,Sierra Foothills grazed,5,2,2,4,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9,3.5,107,9,39427,101,39436,110,2,1,9,7,0,13,22,1 and 2,emily,144.577,0.44149,0.01409,0.4274,0.01409,10260.96522
2,884,589,SFG8,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,low_nut,nutrients,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0.4,0,0.4,0.4,0.1,0.05,0,0.55,0.00715,134.4,32.2,18797.2028,3.9,Sierra Foothills grazed,5,2,2,4,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9,3.5,107,10,39431,105,39438,112,0,0,0,5,0,20,20,1,emily,157.644,0.01818,,,0.01818,8671.287129
44,70,589,SFG8,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,low_water,water,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0.4,0,0.4,0.4,0.1,0.05,0,0.55,0.00715,134.4,32.2,18797.2028,3.9,Sierra Foothills grazed,5,2,2,4,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9,3.5,107,8,39463,137,39469,143,1,0.4,0,0,0,0,0,1,emily,240.008,0.01452,,,0.01452,16529.47658
18,1356,589,SFG8,California,Sierra Foothills grazed,inland,inland rangeland,rangeland,a,low_water,water,0.300873796,15.4,13.9,4.2,641.4,34.1,1.7,32.4,7.5,23.7,23.7,7.5,971,196,1,84,500,14,14,500,0,0,0,0.4,0,0.4,0.4,0.1,0.05,0,0.55,0.00715,134.4,32.2,18797.2028,3.9,Sierra Foothills grazed,5,2,2,4,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9,3.5,107,9,39449,123,39455,129,2,0.7,6,4,0,2,8,1 and 2,emily,151.703,0.00816,0.01692,,0.01692,8965.898345
50,1372,275,SGC1,California,Sweeney corral,inland,inland roadside,roadside,b,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00051,6.6,4.7,12941.17647,2.9,Sweeney corral,2.7,0,1,1,368.72,357.95,10.77,1,49.2,48.9,10.7,6.6,162.6,74.5,821.2,16.4,,0.3,5.5,7.5,11.1,74.1,6,1.3,4.2,3,73,9,39413,87,39417,91,7,6.2,24,22,5,40,64,1,emily,560.851,0.01801,,,0.01801,31141.08828
53,338,275,SGC1,California,Sweeney corral,inland,inland roadside,roadside,b,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00051,6.6,4.7,12941.17647,2.9,Sweeney corral,2.7,0,1,1,368.72,357.95,10.77,1,49.2,48.9,10.7,6.6,162.6,74.5,821.2,16.4,,0.3,5.5,7.5,11.1,74.1,6,1.3,4.2,3,73,8,39413,87,39419,93,8,11.5,71,74,3,180,251,2,emily,294.942,0.01855,,,0.01855,15899.83827
43,650,275,SGC1,California,Sweeney corral,inland,inland roadside,roadside,b,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00051,6.6,4.7,12941.17647,2.9,Sweeney corral,2.7,0,1,1,368.72,357.95,10.77,1,49.2,48.9,10.7,6.6,162.6,74.5,821.2,16.4,,0.3,5.5,7.5,11.1,74.1,6,1.3,4.2,3,73,9,39413,87,39421,95,6,2.7,20,24,0,76,96,2,,150.532,0.43869,0.012503,,0.0125027,12039.95937
9,451,275,SGC1,California,Sweeney corral,inland,inland roadside,roadside,b,low_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00051,6.6,4.7,12941.17647,2.9,Sweeney corral,2.7,0,1,1,368.72,357.95,10.77,1,49.2,48.9,10.7,6.6,162.6,74.5,821.2,16.4,,0.3,5.5,7.5,11.1,74.1,6,1.3,4.2,3,73,9,39420,94,39425,99,3,0.9,13,7,1,25,38,1,emily,149.915,0.0123,,,0.0123,12188.21138
20,883,275,SGC1,California,Sweeney corral,inland,inland roadside,roadside,b,low_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00051,6.6,4.7,12941.17647,2.9,Sweeney corral,2.7,0,1,1,368.72,357.95,10.77,1,49.2,48.9,10.7,6.6,162.6,74.5,821.2,16.4,,0.3,5.5,7.5,11.1,74.1,6,1.3,4.2,3,73,7,39451,125,39455,129,4,2.6,9,4,0,1,10,1,emily,187.89,0.00892,,,0.00892,21063.90135
12,324,275,SGC1,California,Sweeney corral,inland,inland roadside,roadside,b,low_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00051,6.6,4.7,12941.17647,2.9,Sweeney corral,2.7,0,1,1,368.72,357.95,10.77,1,49.2,48.9,10.7,6.6,162.6,74.5,821.2,16.4,,0.3,5.5,7.5,11.1,74.1,6,1.3,4.2,3,73,7,39427,101,39432,106,4,3.2,0,1,0,4,4,1,emily,109.249,0.00815,,,0.00815,13404.78528
36,101,270,SGC10,California,Sweeney corral,inland,inland roadside,roadside,a,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00027,12.7,7.7,47037.03704,2.7,Sweeney corral,2.4,0,1,1,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14,,0.2,5.2,7.7,14,74.1,3,1.2,0.3,3,63.5,13,39407,81,39412,86,9,14.1,91,47,13,84,175,1,josephine,758.4,0.03199,,,0.03199,23707.40857
57,977,270,SGC10,California,Sweeney corral,inland,inland roadside,roadside,a,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00027,12.7,7.7,47037.03704,2.7,Sweeney corral,2.4,0,1,1,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14,,0.2,5.2,7.7,14,74.1,3,1.2,0.3,3,63.5,13,39413,87,39422,96,5,9.6,5,7,1,9,14,2,emily,185.324,0.44109,0.014903,,0.0149027,12435.59892
43,319,270,SGC10,California,Sweeney corral,inland,inland roadside,roadside,a,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00027,12.7,7.7,47037.03704,2.7,Sweeney corral,2.4,0,1,1,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14,,0.2,5.2,7.7,14,74.1,3,1.2,0.3,3,63.5,8,39417,91,39422,96,6,2.3,18,28,3,92,110,2,,278.821,0.44599,0.019803,,0.0198027,14079.94869
38,1153,270,SGC10,California,Sweeney corral,inland,inland roadside,roadside,a,low_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00027,12.7,7.7,47037.03704,2.7,Sweeney corral,2.4,0,1,1,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14,,0.2,5.2,7.7,14,74.1,3,1.2,0.3,3,63.5,7,39417,91,39421,95,4,1.4,17,13,0,24,41,1,josephine,196.4,0.01041,,,0.01041,18866.47454
6,738,270,SGC10,California,Sweeney corral,inland,inland roadside,roadside,a,low_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00027,12.7,7.7,47037.03704,2.7,Sweeney corral,2.4,0,1,1,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14,,0.2,5.2,7.7,14,74.1,3,1.2,0.3,3,63.5,8,39425,99,39431,105,2,1.2,1,7,0,34,35,1,emily,102.927,0.00901,,,0.00901,11423.6404
23,261,270,SGC10,California,Sweeney corral,inland,inland roadside,roadside,a,low_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00027,12.7,7.7,47037.03704,2.7,Sweeney corral,2.4,0,1,1,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14,,0.2,5.2,7.7,14,74.1,3,1.2,0.3,3,63.5,NA,NA,NA,NA,NA,,,0,0,0,0,0,,,,,,,,
17,63,270,SGC10,California,Sweeney corral,inland,inland roadside,roadside,a,low_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00027,12.7,7.7,47037.03704,2.7,Sweeney corral,2.4,0,1,1,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14,,0.2,5.2,7.7,14,74.1,3,1.2,0.3,3,63.5,10,39425,99,39430,104,2,1.7,2,5,0,20,22,1,emily,187.07,0.00919,,,0.00919,20355.82155
26,790,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,10,39413,87,39420,94,5,6.6,57,39,2,101,158,1,emily,375.129,0.01715,,,0.01715,21873.41108
1,1174,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,12,39414,88,39421,95,4,6.2,96,41,4,92,188,1 and 2,emily,233.651,0.44536,0.02252,0.42284,0.02252,10375.26643
34,581,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,10,39421,95,39421,95,6,2.5,29,30,2,71,100,1,josephine,411,0.01353,,,0.01353,30376.94013
58,1037,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,8,39415,89,39420,94,13,30.9,49,29,3,54,103,2,emily,138.059,0.43972,0.013533,,0.0135327,10201.88137
45,1102,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,low_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,8,39425,99,39431,105,2,0.9,15,11,1,32,47,1,emily,227.568,0.00719,,,0.00719,31650.62587
22,639,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,low_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,8,39421,95,39429,103,3,1.5,4,9,0,26,30,1,emily,239.231,0.01108,,,0.01108,21591.24549
39,93,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,low_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,9,39430,104,39437,111,4,3.1,10,5,0,7,17,1,josephine,271,0.01056,,,0.01056,25662.87879
8,1035,566,SGC11,California,Sweeney corral,inland,inland roadside,roadside,b,low_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00038,5.8,5,15263.15789,3.1,Sweeney corral,2.1,1,1,2,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8,3,65,9,39433,107,39439,113,3,4.1,0,2,0,10,10,1,emily,83.822,0.00792,,,0.00792,10583.58586
10,179,329,SGC13,California,Sweeney corral,inland,inland roadside,roadside,b,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00126,14.6,8.8,11587.30159,3.1,Sweeney corral,2.2,0,1,1,340.06,333.67,6.39,0.6,42.6,34.7,24,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6,3,74,12,39413,87,39417,91,6,7.5,56,39,3,92,148,,,,0.0338,,,0.0338,
35,1276,329,SGC13,California,Sweeney corral,inland,inland roadside,roadside,b,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00126,14.6,8.8,11587.30159,3.1,Sweeney corral,2.2,0,1,1,340.06,333.67,6.39,0.6,42.6,34.7,24,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6,3,74,10,39421,95,39427,101,5,2.4,44,20,2,41,85,1,josephine,279,0.01037,,,0.01037,26904.5323
4,357,329,SGC13,California,Sweeney corral,inland,inland roadside,roadside,b,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00126,14.6,8.8,11587.30159,3.1,Sweeney corral,2.2,0,1,1,340.06,333.67,6.39,0.6,42.6,34.7,24,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6,3,74,9,39419,93,39424,98,4,5.3,41,26,0,66,107,1,emily,187.332,0.01418,,,0.01418,13211.00141
53,517,329,SGC13,California,Sweeney corral,inland,inland roadside,roadside,b,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00126,14.6,8.8,11587.30159,3.1,Sweeney corral,2.2,0,1,1,340.06,333.67,6.39,0.6,42.6,34.7,24,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6,3,74,8,39415,89,39421,95,5,6.2,75,32,3,72,147,,,,,,,,
38,339,329,SGC13,California,Sweeney corral,inland,inland roadside,roadside,b,low_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00126,14.6,8.8,11587.30159,3.1,Sweeney corral,2.2,0,1,1,340.06,333.67,6.39,0.6,42.6,34.7,24,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6,3,74,9,39421,95,39430,104,4,2.4,12,13,0,45,57,1,josephine,296.8,0.01337,,,0.01337,22198.95288
39,45,329,SGC13,California,Sweeney corral,inland,inland roadside,roadside,b,low_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00126,14.6,8.8,11587.30159,3.1,Sweeney corral,2.2,0,1,1,340.06,333.67,6.39,0.6,42.6,34.7,24,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6,3,74,8,39430,104,39433,107,2,1.2,6,4,0,9,15,1,josephine,293.4,0.00925,,,0.00925,31718.91892
18,488,329,SGC13,California,Sweeney corral,inland,inland roadside,roadside,b,low_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0.00126,14.6,8.8,11587.30159,3.1,Sweeney corral,2.2,0,1,1,340.06,333.67,6.39,0.6,42.6,34.7,24,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6,3,74,10,39433,107,39440,114,0,0,1,4,1,18,19,1,emily,118.107,0.01029,,,0.01029,11477.84257
47,437,171,SGC14,California,Sweeney corral,inland,inland roadside,roadside,a,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00062,9.4,4.7,15161.29032,2.8,Sweeney corral,2.4,0,1,1,350.49,340.18,10.31,1,49,54.1,26.2,7.2,325.5,134.6,1156,16.1,,0,7.8,10.7,14.2,74.2,0,0.9,7.4,4,87,9,39413,87,39418,92,6,1.8,53,23,2,30,83,1,emily,631.855,0.02202,,,0.02202,28694.59582
14,907,171,SGC14,California,Sweeney corral,inland,inland roadside,roadside,a,high_nut,nutrients,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00062,9.4,4.7,15161.29032,2.8,Sweeney corral,2.4,0,1,1,350.49,340.18,10.31,1,49,54.1,26.2,7.2,325.5,134.6,1156,16.1,,0,7.8,10.7,14.2,74.2,0,0.9,7.4,4,87,15,39408,82,39415,89,7,4.1,84,31,3,53,137,1,emily,276.169,0.02726,,,0.02726,10130.92443
46,1587,171,SGC14,California,Sweeney corral,inland,inland roadside,roadside,a,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00062,9.4,4.7,15161.29032,2.8,Sweeney corral,2.4,0,1,1,350.49,340.18,10.31,1,49,54.1,26.2,7.2,325.5,134.6,1156,16.1,,0,7.8,10.7,14.2,74.2,0,0.9,7.4,4,87,9,39415,89,39420,94,7,4.5,33,33,0,113,146,1,emily,352.878,0.01068,,,0.01068,33041.01124
31,620,171,SGC14,California,Sweeney corral,inland,inland roadside,roadside,a,high_water,water,0.502734747,21.4,16,4,823.4,42.1,2.7,39.4,31.6,25.1,32.1,11.1,69,10,1,46,25,6,19,23,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.00062,9.4,4.7,15161.29032,2.8,Sweeney corral,2.4,0,1,1,350.49,340.18,10.31,1,49,54.1,26.2,7.2,325.5,134.6,1156,16.1,,0,7.8,10.7,14.2,74.2,0,0.9,7.4,4,87,9,39417,91,39423,97,6,2.7,0,3,0,9,9,1,emily,278.551,0.01064,,,0.01064,26179.60526
